"","dsdsupid","dsdsupp","dsdsrce","dsdtype","dsdservq","dsdservu","dsdcntv","dsdcntm","dsdcnta","dsdcntb","dsdcnto"
"7203","1000822700","DISNEY PIXAR CARS GUMMIES MULTIVITAMIN CHILDREN'S MULTIPLE VITAMIN & MINERAL WITH DHA VITAMIN D 400 I.U. PER 2 GUMMIES",9,1,2,27,9,3,0,0,5
"7204","1000822800","MARVEL HEROES GUMMIES CHILDREN'S MULTIPLE VITAMIN AND MINERAL WITH DHA VITAMIN D 400 I.U. PER 2 GUMMIES",9,1,2,27,9,3,0,0,6
"7205","1000822801","MARVEL HEROES GUMMIES CHILDREN'S MULTIPLE VITAMIN & MINERAL VITAMIN D 400 IU PER 2 GUMMIES",9,1,2,27,9,3,0,0,6
"7206","1000822900","PURITAN'S PRIDE ULTRA VITA-MIN VM-33",9,4,1,18,13,12,0,4,11
"7207","1000823000","REXALL NATURALS GESTAZYME MULTI-ENZYME PROBIOTIC FORMULA ACIDOPHILUS PROBIOTIC FORMULA 1 BILLION ACTIVE CULTURES PER SER",9,4,3,18,0,2,0,0,11
"7208","1000823100","REXALL NATURALS SUPER CONCENTRATED CRANBERRY FRUIT 1500 MG EQUIVALENT PER SOFTGEL PLUS VITAMIN C CRANBERRY",9,4,2,16,2,0,0,1,0
"7209","1000823300","SPRING VALLEY HAIR, SKIN & NAILS BIOTIN/COLLAGEN/GELATIN",9,4,3,1,13,8,0,2,7
"7210","1000823400","ONE A DAY TEEN ADVANTAGE COMPLETE MULTIVITAMIN FOR HIM MULTIVITAMIN / MULTIMINERAL",9,4,1,1,13,8,0,0,1
"7211","1000823500","ONE A DAY VITACRAVES GUMMIES COMPLETE ADULT MULTIVITAMIN MULTIVITAMIN / MULTIMINERAL",9,4,2,27,10,2,0,0,4
"7212","1000823600","CITRACAL CALCIUM + D PLUS BONE DENSITY BUILDER WITH GENISTEIN MULTIMINERAL BAYER",9,4,2,18,1,7,0,0,1
"7213","1000823700","FLINTSTONES GUMMIES PLUS IMMUNITY SUPPORT WITH EXTRA C CHILDREN'S MULTIVITAMIN / MULTIMINERAL",9,1,2,27,9,2,0,0,4
"7214","1000823800","FLINTSTONES GUMMIES PLUS BONE BUILDING SUPPORT WITH CALCIUM & VITAMIN D CHILDREN'S MULTIVITAMIN / MULTIMINERAL",9,1,2,27,9,3,0,0,3
"7215","1000823900","ONE A DAY TEEN ADVANTAGE COMPLETE MULTIVITAMIN FOR HER MULTIVITAMIN / MULTIMINERAL",9,4,1,1,13,8,0,0,1
"7216","1000824100","YOUNG LIVING ESSENTIAL OILS ESSENTIALZYME WITH FENNEL OIL",9,4,1,2,0,0,0,10,6
"7217","1000824200","SOLO SLIM EXTRA STRENGTH ALL NATURAL",9,4,1,2,0,0,0,2,5
"7218","1000824300","NATURAL FACTORS COENZYME Q10 100 MG ENHANCED ABSORPTION FORMULA",9,4,1,16,1,0,0,0,3
"7219","1000824400","FUTUREBIOTICS DHEA 25 MG PHARMACEUTICAL GRADE NOW 100% VEGETARIAN",9,4,1,2,0,0,0,0,1
"7220","1000824500","SPRING VALLEY MELATONIN 3 MG",9,4,1,18,0,0,0,0,1
"7221","1000824600","BERKLEY & JENSEN FISH OIL CONCENTRATE 1000 MG WITH OMEGA-3 FATTY ACIDS",9,4,2,16,0,0,0,0,8
"7222","1000824800","SOURCE NATURALS MEGA-KID CHEWABLE MULTI-VITAMIN FOR CHILDREN AGES 2-10",9,1,1,20,13,9,2,13,13
"7223","1000824900","PLANETARY FORMULAS LOWER BACK SUPPORT 839 MG FORMULAS BY MICHAEL TIERRA L.AC., O.M.D.",9,4,1,18,0,1,0,10,1
"7224","1000825000","VITAFUSION OMEGA 3 WITH DHA GUMMY VITAMINS FOR ADULTS EXCELLENT SOURCE OF DHA",9,4,2,27,2,0,0,1,7
"7225","1000825100","NATURAL FACTORS CHILDREN'S CHEWABLE MULTI VITAMIN AND MINERAL BIG FRIENDS",9,1,1,18,13,5,0,1,7
"7226","1000825200","NATURE MADE BALANCED B-50 COMPLEX TIMED RELEASE CAPLETS",9,4,1,1,8,0,0,0,0
"7227","1000825300","NATURE MADE TRIPLE FLEX TRIPLE STRENGTH GLUCOSAMINE CHONDROITIN COMPLEX HYALURONIC ACID TWO PER DAY",9,4,2,1,0,0,0,1,4
"7228","1000825400","NATURE MADE STANDARDIZED EXTRACT EVENING PRIMROSE OIL 500 MG EXTRACT WITH VITAMIN E",9,4,2,16,1,0,0,1,6
"7229","1000825500","NATURE MADE LIQUID SOFTGEL MADE WITH ORGANIC FLAXSEED OIL 1000 MG OMEGA-3",9,4,1,16,1,0,0,1,7
"7230","1000825700","NATURE MADE LIQUID SOFTGEL MULTI FOR HER WITH IRON & CALCIUM 23 KEY NUTRIENTS MADE WITH D3",9,4,1,16,13,10,0,0,5
"7231","1000825800","NATURE MADE LIQUID SOFTGEL PRENATAL MULTI + DHA 200 MG DHA FOR PREGNANT & NURSING MOMS",9,2,1,16,10,3,0,0,7
"7232","1000825900","NATURE MADE LIQUID SOFTGEL DOUBLE STRENGTH FISH OIL 1200 MG OMEGA-3",9,4,2,16,0,0,0,0,8
"7233","1000826000","SCHIFF MEGARED OMEGA-3 KRILL OIL",9,4,1,16,0,0,0,0,4
"7234","1000826100","SCHIFF NIACIN FLUSH FREE 500 MG",9,4,1,18,1,1,0,0,0
"7235","1000826200","TRIVITA BASICS COENZYME Q-10",9,4,1,16,1,0,0,0,1
"7236","1000826300","SOLARAY CHICKWEED STELLARIA MEDIA 385 MG PER CAPSULE",8,4,1,2,0,0,0,1,0
"7237","1000826400","NATURE'S BOUNTY DHEA 25 MG",9,4,1,18,0,0,0,0,1
"7238","1000826500","SPRING VALLEY LIQUID FILLED CALCIUM 1200 + VITAMIN D (600 MG CALCIUM IN EACH SOFTGEL)",8,4,2,16,1,1,0,0,3
"7239","1000826600","SPRING VALLEY SAME (S-ADENOSYLMETHIONINE) 200 MG",8,4,2,18,0,0,1,0,0
"7240","1000826700","SPRING VALLEY CINNAMON 500 MG PLUS CHROMIUM",8,4,2,2,0,1,0,1,0
"7241","1000826800","ONE A DAY WOMEN'S ACTIVE METABOLISM MULTIVITAMIN / MULTIMINERAL",9,4,1,18,13,8,0,1,2
"7242","1000826900","BAYER NUTRITIONAL SCIENCE HEART VITALITY UNIQUE COMBINATION OF: PLANT-BASED PHYTOSTEROLS FOLIC ACID COQ10",9,4,1,18,3,1,0,0,2
"7243","1000827000","GNLD NUTRITIONALS VITA-GARD CHILDREN'S CHEWABLE FOR CHILDREN FROM FRUIT AND VEGETABLE CONCENTRATES",9,1,2,18,4,2,0,10,4
"7244","1000827100","GNLD WEIGHT LOSS PROGRAM BIO-TONE TRIMMING SYSTEM WITH L-ARGININE, L-ORNITHINE, AND L-TYROSINE",9,4,4,18,1,0,3,0,2
"7245","1000827200","GNLD NUTRITIONALS TRE-EN-EN GRAIN CONCENTRATES PROVIDING THE COMPLETE LIPID AND STEROL PROFILE OF WHEAT, RICE AND SOY",9,4,3,2,1,0,0,3,3
"7246","1000827400","SCHIFF DAILY WELLNESS SUPER FRUIT NONI, MANGOSTEEN, ACAI & POMEGRANATE SUPER FRUIT POWDERS",9,4,1,16,1,0,0,4,2
"7247","1000827500","SCHIFF KNOCK-OUT MELATONIN WITH THEANINE AND VALERIAN EASY-TO-SWALLOW TABLET",9,4,1,18,1,2,1,1,4
"7248","1000827600","SCHIFF OMEGA-3 FISH OIL CONCENTRATED, EASY-TO-SWALLOW",9,4,1,16,0,0,0,0,6
"7249","1000827700","PURITY PRODUCTS THE GOLD PACK WITH COENZYME Q10 ELITE MULTIVITAMIN AND MINERAL FORMULA FEATURING A SUPER GREENS BLEND",8,4,1,12,15,9,1,24,23
"7250","1000827900","NATURE'S WAY SYTRINOL",9,4,1,16,0,0,0,2,0
"7251","1000828000","NATURE'S WAY CALCIUM & MAGNESIUM MINERAL COMPLEX",9,4,3,2,0,2,0,0,3
"7252","1000828100","NATURE'S WAY HAIR & SKIN WITH MSM AND GLUCOSAMINE ALSO FOR NAILS CERTIFIED 599 MG",9,4,4,2,1,1,0,7,14
"7253","1000828200","NEEVO CAPLETS",9,2,1,1,12,5,0,0,0
"7254","1000828300","SHAKLEE NUTRIFERON UNIQUE PATENTED FORMULA",9,4,2,1,0,0,0,4,0
"7255","1000828400","HERBALIFE ROSEOX THE ULTIMATE ANTIOXIDANT",9,4,1,18,0,1,0,9,0
"7256","1000828500","INTRAFER TF 500 SUSPENSION",8,4,1,19,1,1,0,0,0
"7257","1000828600","HERBALIFE SLEEP NOW",9,4,1,18,0,1,0,8,1
"7258","1000828700","TRIPLE MAXI OMEGA-3 CONCENTRATE WITH VITAMIN D3 ENTERIC COATED-UP TO 3X BETTER ABSORPTION MAXI-HEALTH RESEARCH INC. NATU",9,4,2,2,1,0,0,0,11
"7259","1000828800","FERRALET 90",9,4,1,18,3,1,0,0,1
"7260","1000828900","PREFERAOB",9,2,1,18,10,5,0,0,0
"7261","1000829000","NATURE'S BLEND NIACIN 500 MG",9,4,1,18,1,0,0,0,0
"7262","1000829100","NATURE'S BLEND VITAMINS FOR HAIR",9,4,1,2,6,5,0,0,3
"7263","1000829200","GNC OMEGA-3 SOFT CHEWS 120 MG TOTAL OMEGA-3 FATTY ACIDS",8,4,1,27,1,0,0,0,8
"7264","1000829300","GNC TRIFLEX SOFT CHEWS GLUCOSAMINE CHONDROITIN MSM",8,4,1,27,0,0,0,0,9
"7265","1000829400","EMERGEN-C VITAMIN D & CALCIUM BONE HEALTH FORMULA 500 MG CALCIUM 1,000 IU VITAMIN D 500 MG VITAMIN C FIZZY DRINK MIX PAC",8,4,1,12,9,5,0,0,7
"7266","1000829500","FINEST ORIGINAL FORMULA GLUCOSAMINE CHONDROITIN MSM DOUBLE STRENGTH CAPLETS 3 PER DAY",8,4,3,1,0,0,0,0,3
"7267","1000829600","PERRY MEDICAL FLUORABON DROPS USP",8,1,0.6,10,0,1,0,0,0
"7268","1000829700","ICELAND HEALTH MAXIMUM STRENGTH OMEGA-3 1000 MG SOFTGELS PHARMACEUTICAL GRADE",8,4,1,16,1,0,0,0,8
"7269","1000829800","NATURE'S BOUNTY ODORLESS OMEGA-3 FISH OIL 1000 MG",8,4,2,16,1,0,0,0,9
"7270","1000829900","HEALTHY HABITS MAXIMUM WELLNESS MIXED BERRY ALOE TONIC",8,4,1,17,13,10,18,31,10
"7271","1000830100","SLIMQUICK CLEANSE",9,4,4,2,0,2,0,16,2
"7272","1000830200","ARDYSS LIFE ARDYSS MULTI V VITAMINS AND MINERALS WITH LICOPENO",9,4,2,18,13,14,1,6,7
"7273","1000830300","RAINBOW LIGHT KIDS ONE MULTISTARS CHEWABLE MULTIVITAMIN / MINERAL WHOLESOME VEGETABLE CONCENTRATES 15 MILLION ACTIVE PRO",9,1,1,18,13,10,0,10,5
"7274","1000830400","RAINBOW LIGHT ACTIVE HEALTH TEEN FOOD-BASED MULTIVITAMIN TARGETED TEEN NUTRITION 75 MILLION LIVE ACTIVE PROBIOTICS",9,4,3,18,14,9,0,16,13
"7275","1000830500","NATURE'S SUNSHINE VARI-GONE WITH HORSE CHESTNUT EXTRACT",8,4,2,2,1,0,0,4,2
"7276","1000830700","ALIGN PROBIOTIC",8,4,1,2,0,0,0,0,1
"7277","1000830800","TRUEBASICS COENZYME Q-10 100 MG",9,4,1,16,0,0,0,0,2
"7278","1000830900","THE MEDICINE SHOPPE ADVANCED FORMULA CENTURY ADVANTAGE MULTIVITAMIN / MULTIMINERAL WITH HERBS COMPLETE WITH 33 NUTRIENTS",9,4,1,18,13,16,0,2,3
"7279","1000831000","MULTIPLE VITAMINS CHILDREN'S GUMMI VITAMINS MULTIVITAMIN / MULTIMINERAL SAFEWAY",9,1,2,27,8,2,0,0,4
"7280","1000831100","3 PER DAY ALL DAY EXTENDED RELEASE EACH SERVING CONTAINS GLUCOSAMINE HCL 1500 MG CHONDROITIN SULFATE SODIUM 1200 MG SAFE",9,4,3,1,0,0,0,0,5
"7281","1000831200","KROGER ONE DAILY MAXIMUM MULTIVITAMIN / MULTIMINERAL",9,4,1,18,13,15,0,0,3
"7282","1000831300","EQUALINE ONE DAILY ESSENTIAL HIGH POTENCY MULTIVITAMIN",9,4,1,18,11,0,0,0,0
"7283","1000831400","EQUALINE ONE DAILY WOMEN'S MULTIVITAMIN / MULTIMINERAL 21 NUTRIENTS",9,4,1,18,13,8,0,0,1
"7284","1000831500","EQUALINE PRENATAL VITAMINS MULTIVITAMIN / MULTIMINERAL USE BEFORE, DURING AND AFTER PREGNANCY",9,2,1,18,10,3,0,0,1
"7285","1000831600","SIMPLEXITY HEALTH STEMPLEX",9,4,2,2,1,0,0,3,2
"7286","1000831700","PHARMANEX ESTERA PHASE III WOMEN'S MAINTENANCE FORMULA",1,4,1,2,0,0,0,2,2
"7287","1000831800","PHARMANEX MARINEOMEGA OMEGA-3 WITH KRILL OIL",1,4,2,16,1,0,0,0,9
"7288","1000831900","NATURE MADE OMEGA 3-6-9 TRIPLE OMEGA FISH, FLAXSEED, SAFFLOWER & OLIVE OILS FORMULATED FOR EASY ABSORPTION",9,4,1,16,1,0,0,0,7
"7289","1000832000","NATURE MADE LIQUID SOFTGEL HIGH POTENCY MAGNESIUM 400 MG ONE SOFTGEL DAILY",9,4,1,16,0,1,0,0,4
"7290","1000832100","NATURE MADE LIQUID SOFTGEL BIOTIN 2500 MCG",9,4,1,16,1,0,0,0,0
"7291","1000832200","NATURE MADE LIQUID SOFTGEL MULTI COMPLETE WITH IRON & CALCIUM 23 KEY NUTRIENTS MADE WITH D3",9,4,1,16,13,10,0,0,5
"7292","1000832500","CAREONE COENZYME Q-10 50 MG",9,4,1,16,0,0,0,0,1
"7293","1000832600","WEIDER JOE WEIDER RED YEAST RICE 1200 MG PER 2 TABLETS PLUS PHYTOSTEROLS AND MARINE PHYTOPLANKTON",9,4,2,18,0,0,0,0,3
"7294","1000832700","MOUNTAIN PEAK NUTRITIONALS CHOLESTEROL FORMULA",9,4,3,2,1,0,0,4,12
"7295","1000832800","MOUNTAIN PEAK NUTRITIONALS ULTRA HIGH COMPLETE VITAMIN, MINERAL AND ANTIOXIDANT FORMULA",9,4,6,2,14,11,0,0,9
"7296","1000833000","MAJOR NIACIN 500 MG",9,4,1,18,1,2,0,0,0
"7297","1000833100","MAJOR VITA DROPS VITAMIN FOR INFANTS",9,1,1,3,9,0,0,0,0
"7298","1000833200","SWANSON SUPERIOR HERBS GRAPESEED EXTRACT STANDARDIZED 100 MG",9,4,1,2,0,0,0,1,0
"7299","1000833300","SWANSON PREMIUM BRAND OMEGA-3 FISH OIL 180 EPA / 120 DHA MOLECULARLY DISTILLED FOR PURITY",9,4,1,16,0,0,0,0,7
"7300","1000833400","FLEET PEDIA-LAX FIBER GUMMIES DAILY FIBER FOR AGES 2-11 YEARS SUGAR FREE CALORIE FREE",9,1,1,27,0,0,0,0,4
"7301","1000833500","RENATE PRENATAL MULTIVITAMIN RIVER'S EDGE",9,2,1,1,10,5,0,0,1
"7302","1000833600","AMERICAN HEALTH CHEWABLE ORIGINAL PAPAYA ENZYME VEGETARIAN FORMULA",9,4,3,18,0,1,0,1,5
"7303","1000833700","FINEST NATURAL OMEGA-3 FATTY ACIDS FISH OIL 1200 MG PER SOFTGEL",8,4,2,16,0,0,0,0,9
"7304","1000833800","METAGENICS ISO D3 2,000 IU OF VITAMIN D3 WITH ISOFLAVONES",8,4,1,18,1,0,0,1,1
"7305","1000833900","NATURE MADE WHOLE HERB CRANBERRY 405 MG",8,4,4,2,0,0,0,1,1
"7306","1000834000","NATURE'S SUNSHINE LOCLO HIGH DIETARY FIBER",8,4,1,14,0,0,0,17,5
"7307","1000834100","NATURE'S SUNSHINE FEMALE COMFORT",8,3,2,2,0,0,0,8,0
"7308","1000834300","BARLEAN'S ORGANIC OILS FORTI-FLAX 100% ORGANIC",8,4,2,14,10,7,19,0,18
"7309","1000834400","BENEFIBER FIBER PLUS CALCIUM POWDER",8,4,1,14,0,1,0,0,5
"7310","1000834600","TOTAL CHILDREN'S CHEWABLE NUTRI-WEST",9,1,1,18,12,8,0,2,5
"7311","1000834700","KNOX NUTRAJOINT DRINK MIX WITH GELATINE WITH 7 KEY NUTRIENTS",9,4,1,24,4,5,0,0,4
"7312","1000835000","PURITAN'S PRIDE C-500 MG WITH BIOFLAVONOIDS AND ROSE HIPS",9,4,1,1,1,0,0,2,0
"7313","1000835200","SPRING VALLEY FISH, FLAXSEED, BORAGE OIL OMEGA 3, 6, 9 EXCELLENT SOURCE OF OMEGA 3 EPA & DHA",9,4,2,16,1,0,0,4,13
"7314","1000835300","SPRING VALLEY NATURAL WHOLE HERB HAWTHORN BERRIES 565 MG",9,4,1,2,0,0,0,1,0
"7315","1000835400","SPRING VALLEY HIGH-POTENCY D-3 VITAMIN 1000 IU",9,4,1,18,1,1,0,0,0
"7316","1000835600","SPRING VALLEY ALL NATURAL OMEGA-3 FISH OIL 1200 MG",9,4,1,16,0,0,0,0,7
"7317","1000835800","VIBRANT HEALTH JOINT VIBRANCE COMPREHENSIVE SUPPORT FORMULA VERSION 3.0 GLUCOSAMINE CHONDROITIN MSM COLLAGEN HYALURONIC",9,4,1,24,1,5,19,7,9
"7318","1000835900","365 PRENATAL MULTI 1 DAILY",9,2,1,18,14,11,0,4,8
"7319","1000836000","ENZYMATIC THERAPY FATIGUED TO FANTASTIC! DAILY ENERGY B COMPLEX",9,4,1,2,8,0,0,0,0
"7320","1000836100","ENZYMATIC THERAPY FATIGUED TO FANTASTIC! DAILY ENERGY ENFUSION DRINK MIX",9,4,1,24,5,10,5,1,17
"7321","1000836200","CENTRUM MULTIVITAMIN / MULTIMINERAL ULTRA WOMEN'S COMPLETE FROM A TO ZINC",9,4,1,18,13,16,0,0,3
"7322","1000836300","CENTRUM MULTIVITAMIN / MULTIMINERAL ULTRA MEN'S COMPLETE FROM A TO ZINC",9,4,1,18,13,16,0,0,4
"7323","1000836400","CENTRUM SILVER ULTRA WOMEN'S MULTIVITAMIN / MULTIMINERAL FOR WOMEN 50+ COMPLETE FROM A TO ZINC",9,3,1,18,13,15,0,0,4
"7324","1000836500","CENTRUM SILVER ULTRA MEN'S MULTIVITAMIN / MULTIMINERAL FOR MEN 50+ COMPLETE FROM A TO ZINC",9,3,1,18,13,14,0,0,5
"7325","1000836600","QC QULAITY CHOICE TIMED RELEASE B-COMPLEX WITH VITAMIN C",9,4,1,1,7,0,0,0,0
"7326","1000836700","QC QUALITY CHOICE NIACIN 100 MG",9,4,1,18,1,0,0,0,0
"7327","1000836800","HEALTHY 'N FIT NUTRITIONALS 100% EGG PROTEIN",9,4,1,21,1,2,0,0,3
"7328","1000836900","WHEAT GRASS TABLETS (500 MG EACH) PINES",9,4,7,18,3,2,0,0,8
"7329","1000838200","VITAFUSION MULTI VITES 200% VITAMIN D GUMMY VITAMINS FOR ADULTS ESSENTIAL DAILY FORMULA",9,4,2,27,11,3,0,0,5
"7330","1000838500","MAXGXL 'THE GLUTATHIONE ACCELERATOR'",8,4,3,2,1,0,2,2,3
"7331","1000838600","NEW VITALITY RUBY REDS THE ULTIMATE SUPERFOOD",9,4,8.86,33,7,4,0,39,22
"7332","1000838700","PREMIER RESEARCH LABS CIRCUZYME",9,4,2,2,0,0,0,7,17
"7333","1000838800","MUSCLETECH LEUKIC HARDCORE WORLD'S FIRST 100% ANABOLIC COMPOUND",9,4,6,1,0,0,0,0,2
"7334","1000838900","BODYGOLD COLONCLENZ HERBAL COLON FORMULA",9,4,1,2,0,0,0,9,1
"7335","1000839000","MUSCLETECH CELL-TECH HARDCORE PRO SERIES",9,4,2,24,1,5,13,1,13
"7336","1000839100","DREN (DRENBUTEROL 409 MG) MHP MAXIMUM HUMAN PERFORMANCE",9,4,1,2,0,0,0,0,4
"7337","1000839200","BSN CORE SERIES CHEATERS RELIEF PRE & POST-MEAL CARB & FAT REGULATION",9,4,1,2,0,0,0,6,2
"7338","1000839300","KENZEN JOINT WITH HIGH POTENCY CM COMPLEX NIKKEN",9,4,3,16,0,0,0,0,9
"7339","1000839500","NATURE'S BOUNTY ADVANCED LYCOPENE 10 MG",9,4,1,16,0,0,0,0,1
"7340","1000839700","NATURE'S WAY NETTLE LEAF SOURCE OF CHLOROPHYLL CERTIFIED 435 MG",9,4,2,2,0,1,0,1,1
"7341","1000839800","RUGBY UNICOMPLEX-M",9,4,1,18,11,7,0,0,1
"7342","1000839900","LIPOZENE (AMORPHOPHALLUS KONJAC) 1500 MG PER DOSE MAXIMUM STRENGTH OBESITY RESEARCH INSTITUTE",9,4,2,2,0,0,0,0,1
"7343","1000840000","MUSCLETECH CREAKIC HARDCORE",9,4,6,1,0,0,0,0,7
"7344","1000840100","GARDEN OF LIFE PRIMAL DEFENSE ULTRA ULTIMATE PROBIOTIC FORMULA 15 BILLION CELLS DAILY 13 BENEFICIAL CULTURES WITH HSOS W",9,4,1,2,0,1,0,2,14
"7345","1000840200","SOURCE NATURALS ADVANCED ONE MULTIPLE",9,4,1,18,14,11,1,7,8
"7346","1000840300","SOURCE NATURALS ACTIVATED QUERCETIN BIOFLAVONOID COMPLEX",9,4,3,18,1,1,0,0,3
"7347","1000840400","TABAK'S HERE-WE-GROW",9,4,2,2,5,1,0,2,3
"7348","1000840500","ONE A DAY KIDS MULTIVITAMIN GUMMIES WITH JOLLY RANCHER FRUITY FLAVORS CHILDREN'S MULTIVITAMIN / MULTIMINERAL",9,1,2,27,10,2,0,0,4
"7349","1000840600","RAINBOW LIGHT ADVANCED ENZYME SYSTEM PLANT-SOURCE ENZYMES SOOTHING BOTANICAL BLEND POTENT & FULL-SPECTRUM ENZYMES",9,4,1,2,0,0,0,9,10
"7350","1000840700","TRADITIONAL MEDICINALS ECHINACEA ELDER HERBAL SYRUP",9,4,1,17,0,0,0,2,3
"7351","1000840800","HILLESTAD SUMMIT GOLD MULTI-VITAMIN / MINERAL PLUS SEAPLEX",9,4,3,18,13,11,0,0,3
"7352","1000840900","HILLESTAD SUMMIT Q10 COQ10 - 100 MG PLUS VITAMIN E & NIACIN",9,4,1,18,2,0,0,0,1
"7353","1000841000","HILLESTAD HI-C LEVEL VITAMIN C FORMULA PLUS SEAPLEX GINSENG COATED",9,4,2,18,1,1,0,3,0
"7354","1000841100","ECODRINK DAILY MULTIVITAMIN SUGAR FREE COMPLETE MULTIVITAMIN",9,4,1,12,13,9,0,1,5
"7355","1000841200","MULTI-VITAMIN WITH FLUORIDE CHEWABLE TABLETS 0.25 MG MULTIVITAMIN AND FLUORIDE QUALITEST",9,1,1,18,10,1,0,0,0
"7356","1000841300","MULTI-VITAMIN WITH FLUORIDE CHEWABLE TABLETS 1.0 MG MULTIVITAMIN AND FLUORIDE QUALITEST",9,1,1,18,10,1,0,0,0
"7357","1000841400","SP STANDARD PROCESS CHOLAPLEX 2525",9,4,1,2,5,3,0,9,16
"7358","1000841500","SP STANDARD PROCESS LACT-ENZ 5135",9,4,2,2,0,0,0,0,9
"7359","1000841600","SP STANDARD PROCESS ZYMEX 8425",9,4,2,2,0,0,0,2,4
"7360","1000841700","FOODSCIENCE OF VERMONT DAILY BEST MULTIPLE VITAMIN/MINERAL FOR ADULTS YEAST FREE",9,4,1,18,13,11,0,6,7
"7361","1000841900","FORTIPLEX OMEGA-3 1000 MG",8,4,1,16,0,0,0,0,4
"7362","1000842000","CHARGE! EPHEDRA FREE ASF SYSTEM APPETITE SUPPRESSING FAT LOSS SYSTEM LABRADA NUTRITION MAXIMUM STRENGTH",8,4,2,2,1,0,2,3,3
"7363","1000842100","ZAHLER PRENATAL DHA",8,2,2,18,13,5,0,0,5
"7364","1000842200","BLOOD SUGAR ADVANTAGE PERSONALLY FORMULATED BY DR. DAVID WILLIAMS",8,4,4,2,1,1,0,3,1
"7365","1000842300","RENATE DHA PRENATAL MULTIVITAMIN AND MINERALS WITH DHA HIGH-POTENCY MULTIVITAMIN, MULTI-MINERAL WITH DHA (OMEGA-3 FATTY",9,2,2,13,10,5,0,0,3
"7366","1000842400","MASON NATURAL REGULAR STRENGTH GLUCOSAMINE CHONDROITIN 500 COMPLEX",9,4,2,2,1,1,0,0,3
"7367","1000842500","MASON NATURAL CONCENTRATED EXTRACT CRANBERRY",9,4,2,16,2,0,0,1,0
"7368","1000842600","MASON NATURAL MULTIVITAMIN SUPER MULTIPLE 34 VITAMINS AND MINERALS RICH IN FOLIC ACID LOW IRON FORMULA",9,4,1,18,13,11,2,5,7
"7369","1000842700","CLASSICAL PEARLS VITALITY PEARLS JIANYANG DAN 500 MG. EACH 10:1 CONCENTRATED HERBAL EXTRACT",9,4,3,2,0,0,0,10,0
"7370","1000842900","BODY FORTRESS SUPER MUSCLE & WEIGHT GAINER",9,4,5,14,12,8,18,0,11
"7371","1000843000","CVS PHARMACY GLUCOSAMINE CHONDROITIN TRIPLE STRENGTH WITH MSM",9,4,2,1,1,2,0,1,6
"7372","1000843100","CVS PHARMACY NATURAL FISH OIL 1200 MG",9,4,1,16,0,0,0,0,7
"7373","1000843200","CVS PHARMACY ODORLESS FISH OIL 1200 MG",9,4,1,16,0,0,0,0,7
"7374","1000843300","CVS PHARMACY WEIGHT SHARP MULTIVITAMIN FOR DIETERS EPHEDRA FREE WITH 32 MG EGCG GREEN TEA EXTRACT",9,4,1,18,12,8,0,1,1
"7375","1000843400","PURITAN'S PRIDE 5-HTP L-5-HYDROXYTRYPTOPHAN 100 MG 5-HTP PEAK X FREE",9,4,1,2,2,1,0,1,1
"7376","1000843500","ACAI POWDER NATURAL ANTIOXIDANTS AND FLAVONOIDS VEGETARIAN FORMULA",9,4,1,24,0,0,0,0,5
"7377","1000843600","PURITAN'S PRIDE CO Q-10 PLUS RED YEAST RICE",9,4,2,16,0,0,0,0,2
"7378","1000843700","PURITAN'S PRIDE TIME RELEASE MEGA VITA MIN FOR WOMEN IRON FREE",9,4,2,18,14,11,0,13,11
"7379","1000843800","PURITAN'S PRIDE MAXIMUM STRENGTH TRIPLE OMEGA 3-6-9 FISH, FLAX AND BORAGE OILS FISH OIL PURIFIED TO ELIMINATE MERCURY",9,4,3,16,1,0,0,2,8
"7380","1000843900","MEMBER'S MARK CALCIUM LIQUID GELS WITH VITAMIN D 600 MG PER SOFTGEL 2 SOFTGELS DAILY PHARMACEUTICAL GRADE",8,4,2,16,1,1,0,0,4
"7381","1000844000","21ST CENTURY ZOO FRIENDS WITH XTRA C",8,1,1,18,10,0,0,0,1
"7382","1000844100","BOTANIC CHOICE COENZYME Q-10 10 MG.",8,4,2,16,0,0,0,0,1
"7383","1000844200","NATROL 5-HTP MOOD ENHANCER 100 MG",8,4,1,18,0,0,0,0,1
"7384","1000844300","21ST CENTURY C-500",8,4,1,18,1,1,0,0,0
"7385","1000844400","TRUNATURE RESVERATROL",8,4,1,16,0,0,0,0,1
"7386","1000844500","PHARMACA INTEGRATIVE PHARMACY MILK THISTLE EXTRACT 250 MG 80% SILYMARIN",9,4,1,2,0,0,0,3,1
"7387","1000844600","JARROW FORMULAS MILK THISTLE STANDARDIZED SILYMARIN EXTRACT 30:1 150 MG",9,4,1,2,0,0,0,1,0
"7388","1000844700","BSN CORE SERIES ATRO-PHEX",9,4,1,2,2,0,1,11,13
"7389","1000844800","MELALEUCA VITALITY CALCIUM COMPLETE",8,4,3,18,1,2,0,0,0
"7390","1000844900","NATROL BIOTIN 1000 MCG",8,4,1,18,1,1,0,0,0
"7391","1000845000","NATROL MELATONIN TR TIME RELEASE 1 MG WITH VITAMIN B6",8,4,1,18,1,0,0,0,1
"7392","1000845100","NATURE'S WAY FENNEL SEED CERTIFIED 480 MG",9,4,1,2,0,0,0,1,0
